word	frequency	sources
បទភ្លេង	58.00	RAC-Khmer-Dict-2022,seafreq.txt
បៀម	58.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ប៉េអិម	58.00	seafreq.txt
ប៉ែតសិប	58.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ប្រកាសសង្គ្រាម	58.00	RAC-Khmer-Dict-2022,seafreq.txt
ប្រដា	58.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ប្រណិធាន	58.00	RAC-Khmer-Dict-2022,seafreq.txt
ប្លាយ	58.00	RAC-Khmer-Dict-2022,seafreq.txt
ផ្ចាញ់ផ្ចាល	58.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ផ្លែផ្កា	58.00	RAC-Khmer-Dict-2022,seafreq.txt
ពនេចរ	58.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ពាក្យសំដី	58.00	seafreq.txt
មេការ	58.00	RAC-Khmer-Dict-2022,seafreq.txt
ម៉ានីល	58.00	RAC-Khmer-Dict-2022,places.txt,seafreq.txt
ម៉ាំង	58.00	RAC-Khmer-Dict-2022,seafreq.txt
ម្តាយមីង	58.00	RAC-Khmer-Dict-2022,seafreq.txt
យាគូ	58.00	RAC-Khmer-Dict-2022,seafreq.txt
យ៉ាក	58.00	RAC-Khmer-Dict-2022,seafreq.txt
យ៉ាបេស	58.00	KHOV.txt,KHSV.txt
របែង	58.00	RAC-Khmer-Dict-2022,seafreq.txt
រយ៉ា	58.00	RAC-Khmer-Dict-2022,seafreq.txt
រអាក់រអួល	58.00	HC.txt,RAC-Khmer-Dict-2022,seafreq.txt
រាករូស	58.00	RAC-Khmer-Dict-2022,seafreq.txt
រ៉ាំ	58.00	RAC-Khmer-Dict-2022,seafreq.txt
លតា	58.00	RAC-Khmer-Dict-2022,seafreq.txt
លួត	58.00	RAC-Khmer-Dict-2022,seafreq.txt
លែក	58.00	seafreq.txt
ល្បត់	58.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt
សន្ថវៈ	58.00	RAC-Khmer-Dict-2022,seafreq.txt
សាផាន	58.00	KHOV.txt,KHSV.txt
សាលូម	58.00	KHOV.txt,KHSV.txt
សិក្ខ	58.00	RAC-Khmer-Dict-2022,seafreq.txt
សុខសាន្តត្រាណ	58.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022
សៀ	58.00	RAC-Khmer-Dict-2022,seafreq.txt
ស៊ីប	58.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ស្ទែរ	58.00	RAC-Khmer-Dict-2022,seafreq.txt
ស្រទន់	58.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ស្រើបស្រាល	58.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ហាសែល	58.00	KHOV.txt,KHSV.txt
ហឹរ	58.00	RAC-Khmer-Dict-2022,seafreq.txt
ឡោ	58.00	RAC-Khmer-Dict-2022,seafreq.txt
អណ្តែង	58.00	RAC-Khmer-Dict-2022,seafreq.txt
អន្ទះសា	58.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
អវសាន	58.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
អាជីវ	58.00	RAC-Khmer-Dict-2022,seafreq.txt
អាម៉ាលេក	58.00	KHOV.txt
អែម	58.00	RAC-Khmer-Dict-2022,seafreq.txt
អ៊ូរី	58.00	KHOV.txt,KHSV.txt
អ្ងែង	58.00	RAC-Khmer-Dict-2022,seafreq.txt
ឧម្មង្គ	58.00	RAC-Khmer-Dict-2022,seafreq.txt
ឯកតោ	58.00	RAC-Khmer-Dict-2022,seafreq.txt
ឰយុកោ	58.00	KHOV.txt
កដៃ	57.00	RAC-Khmer-Dict-2022,seafreq.txt
កន្ទក់	57.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ក្រទាំង	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ក្រយៅ	57.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ក្រអៅ	57.00	DFD.txt,RAC-Khmer-Dict-2022,seafreq.txt
ខៀន	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ខ្មេះ	57.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ខ្សែពួរ	57.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022
គម្លង់	57.00	RAC-Khmer-Dict-2022,seafreq.txt
គ្រឿងម៉ាស៊ីន	57.00	seafreq.txt
គ្រោះជា	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ឃ្លោង	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ចងការ	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ចាត់ទុកថា	57.00	seafreq.txt
ឆើតឆាយ	57.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ឆេវ	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ជញ្ជឹង	57.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ជយឃោស	57.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022
ជលសាស្ត្រ	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ជ្រាំ	57.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ដកថយ	57.00	TD.txt,seafreq.txt
ដឺ	57.00	seafreq.txt,villages.txt
ដើរទៅ	57.00	seafreq.txt
ណាក៏ដោយ	57.00	RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
តាម៉ារ	57.00	KHOV.txt,KHSV.txt
ត្រៀបត្រា	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ថោកទាប	57.00	KHSV.txt,seafreq.txt
ថ្មើរជើង	57.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ថ្លោះ	57.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ទំនាញ	57.00	DFD.txt,RAC-Khmer-Dict-2022,seafreq.txt
ទ្រព្យរបស់	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ទ្រវែង	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ធំដុំ	57.00	seafreq.txt
និទ្ទេស	57.00	RAC-Khmer-Dict-2022,seafreq.txt
នីតិសាស្ត្រ	57.00	RAC-Khmer-Dict-2022,seafreq.txt
នឹងធឹង	57.00	DFD.txt,KHOV.txt,RAC-Khmer-Dict-2022,TD.txt
នេន	57.00	RAC-Khmer-Dict-2022,seafreq.txt
បញ្ច្រាស	57.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
បារូក	57.00	KHOV.txt,KHSV.txt
បីដូច	57.00	DFD.txt,RAC-Khmer-Dict-2022,seafreq.txt
បំបរបង់	57.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt
ប៉ាត់	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ប៊ុត	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ប្រឡែង	57.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ប្រាជ្ញាញាណ	57.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt
ប្លុង	57.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ផុយ	57.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ពុទ្ធរូប	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ពុទ្ធសាសនិក	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ព្រែ	57.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ភ្លើ	57.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
មានខ្លឹមសារ	57.00	seafreq.txt
មើ	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ម៉ាសេដូន	57.00	KHOV.txt,KHSV.txt
ម្ជុល	57.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
របឹង	57.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
រាជសារ	57.00	KHSV.txt,seafreq.txt
រូស	57.00	RAC-Khmer-Dict-2022,seafreq.txt
រោងកុន	57.00	RAC-Khmer-Dict-2022,seafreq.txt
លោកបង	57.00	seafreq.txt
ល្អៀង	57.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ល្អៗ	57.00	KHOV.txt,KHSV.txt
សង្កៀត	57.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
សច្ចៈ	57.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
សមានចិត្ត	57.00	RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
សុមេរុ	57.00	RAC-Khmer-Dict-2022,seafreq.txt
សូចនា	57.00	RAC-Khmer-Dict-2022,seafreq.txt
សើយ	57.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
សេរ៉ាស	57.00	KHOV.txt,KHSV.txt
សំណើម	57.00	RAC-Khmer-Dict-2022,seafreq.txt
សំទុះ	57.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ស៊ន	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ស្តាដ	57.00	KHOV.txt,KHSV.txt,seafreq.txt
ស្ទូច	57.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ស្វយ័ត	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ហត់នឿយ	57.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ហាក់ដូច	57.00	HC.txt,RAC-Khmer-Dict-2022,seafreq.txt
ហ័ន	57.00	RAC-Khmer-Dict-2022,seafreq.txt
អង្សា	57.00	RAC-Khmer-Dict-2022,seafreq.txt
អណ្តូងទឹក	57.00	DFD.txt,villages.txt
អតីតភាព	57.00	RAC-Khmer-Dict-2022,seafreq.txt
អស់ហ្នឹង	57.00	RAC-Khmer-Dict-2022,seafreq.txt
អាភៀន	57.00	RAC-Khmer-Dict-2022,seafreq.txt
អារ្យ	57.00	RAC-Khmer-Dict-2022,seafreq.txt
អំណះអំណាង	57.00	RAC-Khmer-Dict-2022,seafreq.txt
អ្នកមួយ	57.00	RAC-Khmer-Dict-2022,seafreq.txt
ឧសភរាជ	57.00	RAC-Khmer-Dict-2022,seafreq.txt
កកូរ	56.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
កន្ទោង	56.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
កន្លែងធ្វើការ	56.00	seafreq.txt
ការលើកលែង	56.00	seafreq.txt
កើតមានឡើង	56.00	DFD.txt,seafreq.txt
កៅសិប	56.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
កំដៅ	56.00	KHOV.txt,seafreq.txt
ក្បាលកោះ	56.00	villages.txt
ក្មេងខ្ចី	56.00	HC.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ក្រមួន	56.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ខ្នងភ្នំ	56.00	seafreq.txt,villages.txt
គិតទៅ	56.00	seafreq.txt
គោរពច្បាប់	56.00	seafreq.txt
គ្រវែង	56.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ឃាត់ឃាំង	56.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ចង្អល់	56.00	RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ច្រៀក	56.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ឆាត	56.00	RAC-Khmer-Dict-2022,seafreq.txt
ឆេរ	56.00	RAC-Khmer-Dict-2022,seafreq.txt
ជួបគ្នា	56.00	seafreq.txt
ឈ្ងោក	56.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ឈ្លាន	56.00	seafreq.txt
ដាក់បញ្ចូល	56.00	HC.txt,seafreq.txt
ដុសខាត់	56.00	HC.txt,RAC-Khmer-Dict-2022,seafreq.txt
ដូនជី	56.00	RAC-Khmer-Dict-2022,seafreq.txt
ដៀមដាម	56.00	RAC-Khmer-Dict-2022,seafreq.txt
ឋានសួគ៌	56.00	RAC-Khmer-Dict-2022,seafreq.txt
តាក	56.00	RAC-Khmer-Dict-2022,seafreq.txt
តូចចិត្ត	56.00	HC.txt,RAC-Khmer-Dict-2022,seafreq.txt
ទីចាត់ការ	56.00	RAC-Khmer-Dict-2022,seafreq.txt
ទ្វី	56.00	RAC-Khmer-Dict-2022,places.txt,seafreq.txt,villages.txt
បង្ហូត	56.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
បត់បែន	56.00	RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
បន្ទាយស្រី	56.00	RAC-Khmer-Dict-2022,seafreq.txt,villages.txt
បន្ទោបង់	56.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
បំពង់ក	56.00	RAC-Khmer-Dict-2022,seafreq.txt
ប៉យ	56.00	RAC-Khmer-Dict-2022,seafreq.txt
ប្រជុំជន	56.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ប្រមែ	56.00	RAC-Khmer-Dict-2022,seafreq.txt
ប្រវត្តិវិទ្យា	56.00	RAC-Khmer-Dict-2022,seafreq.txt
ផ្អក	56.00	RAC-Khmer-Dict-2022,seafreq.txt
ពីឆ្វេង	56.00	seafreq.txt
ពីសម័យ	56.00	seafreq.txt
ភ្ញាស់	56.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ភ្លេចខ្លួន	56.00	RAC-Khmer-Dict-2022,seafreq.txt
មកឃើញ	56.00	seafreq.txt
មីក្រូ	56.00	seafreq.txt
មួយភ្លែត	56.00	KHSV.txt,seafreq.txt
មួយៗ	56.00	KHOV.txt,KHSV.txt
យកជា	56.00	seafreq.txt
យន្តកម្ម	56.00	RAC-Khmer-Dict-2022,seafreq.txt
យែបថា	56.00	KHOV.txt,KHSV.txt
យ៉ូអែល	56.00	KHOV.txt,KHSV.txt
រនាប	56.00	RAC-Khmer-Dict-2022,seafreq.txt
រមៀល	56.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
រវច	56.00	RAC-Khmer-Dict-2022,seafreq.txt
រហស្សនាម	56.00	RAC-Khmer-Dict-2022,seafreq.txt
រិល	56.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
រៀវ	56.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt,villages.txt
រំពើក	56.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
លុះត្រាតែ	56.00	DFD.txt,HC.txt,TD.txt,seafreq.txt
លៀន	56.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
លេងសើច	56.00	HC.txt,RAC-Khmer-Dict-2022,seafreq.txt
លេណដ្ឋាន	56.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
លំដាប់លំដោយ	56.00	DFD.txt,KHOV.txt,KHSV.txt,seafreq.txt
ល្អង	56.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
វរសេនីយ៍ឯក	56.00	RAC-Khmer-Dict-2022,seafreq.txt
វេរា	56.00	RAC-Khmer-Dict-2022,seafreq.txt
សក្ការ	56.00	RAC-Khmer-Dict-2022,seafreq.txt
សក្យមុនី	56.00	RAC-Khmer-Dict-2022,seafreq.txt
សង់ទីម៉ែត្រ	56.00	RAC-Khmer-Dict-2022,seafreq.txt
សមាទាន	56.00	RAC-Khmer-Dict-2022,seafreq.txt
សាគរ	56.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
សៀន	56.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
សំចត	56.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt,villages.txt
ស្ងប់ស្ងៀម	56.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ស្ទាបស្ទង់	56.00	RAC-Khmer-Dict-2022,seafreq.txt
ស្មោះចំពោះ	56.00	RAC-Khmer-Dict-2022,seafreq.txt
ស្រើប	56.00	DFD.txt,KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ហេតុដូច្នេះហើយ	56.00	DFD.txt,HC.txt,seafreq.txt
ហេរ៉ូឌ	56.00	DFD.txt,KHOV.txt
ហំ	56.00	RAC-Khmer-Dict-2022,seafreq.txt
ហ្វ្រាំង	56.00	RAC-Khmer-Dict-2022,seafreq.txt
អង្កា	56.00	RAC-Khmer-Dict-2022,seafreq.txt
អវត្តមាន	56.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ឧបភោគ	56.00	RAC-Khmer-Dict-2022,seafreq.txt
កងពលតូច	55.00	RAC-Khmer-Dict-2022,seafreq.txt
កម្ពុជរដ្ឋ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
កាត់សក់	55.00	RAC-Khmer-Dict-2022,seafreq.txt
ការ៉ុត	55.00	RAC-Khmer-Dict-2022,seafreq.txt
កាលបើ	55.00	seafreq.txt
កាំជណ្តើរ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
កុសល់	55.00	names.txt,seafreq.txt
កែតម្រង់	55.00	DFD.txt,HC.txt
កែសម្រួល	55.00	DFD.txt,HC.txt,RAC-Khmer-Dict-2022
កំណាញ់	55.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ក្តីសង្ឃឹម	55.00	DFD.txt,HC.txt,RAC-Khmer-Dict-2022
ក្រឡែត	55.00	RAC-Khmer-Dict-2022,seafreq.txt
ក្លាំ	55.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ខូចចិត្ត	55.00	RAC-Khmer-Dict-2022,seafreq.txt
ខ្សែភ្លើង	55.00	RAC-Khmer-Dict-2022,seafreq.txt
គំហើញ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
គ្រ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
គ្រោតគ្រាត	55.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ងំ	55.00	RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ចក្ខុ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
ចិត្តនឹង	55.00	seafreq.txt
ចោ	55.00	seafreq.txt
ចំបែង	55.00	RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ជីន	55.00	DFD.txt,names.txt
ជំទើរ	55.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ណយ	55.00	seafreq.txt
តុលាការអន្តរជាតិ	55.00	seafreq.txt
ត្បៀត	55.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ត្រូវឲ្យ	55.00	seafreq.txt
ថ្មោងថ្មី	55.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ទាង	55.00	RAC-Khmer-Dict-2022,seafreq.txt
ទំពែក	55.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
នប់	55.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
បទបញ្ជាផ្ទៃក្នុង	55.00	RAC-Khmer-Dict-2022,seafreq.txt
បាត្រ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
បុគ្គលភាព	55.00	DFD.txt,RAC-Khmer-Dict-2022
ប៉ាន	55.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ប៉េងប៉ោះ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
ប្រទីប	55.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ប្រទេចផ្តាសា	55.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022
ប្រយែង	55.00	DFD.txt,RAC-Khmer-Dict-2022,seafreq.txt
ប្រាក់ចំណូល	55.00	seafreq.txt
ផាមួង	55.00	RAC-Khmer-Dict-2022,seafreq.txt
ផ្គើន	55.00	RAC-Khmer-Dict-2022,seafreq.txt
ព្រេងនាយ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
ព្រែករំដេង	55.00	villages.txt
ព្រៃរំដួល	55.00	villages.txt
ព្រះរាជវង្ស	55.00	KHOV.txt,KHSV.txt
ភាជន៍	55.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ភោគទ្រព្យ	55.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ភ្លើតភ្លើន	55.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
មគ្គ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
មហិទ្ធិឫទ្ធិ	55.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
មីរ	55.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
មុនគេ	55.00	seafreq.txt
មួយរំពេច	55.00	RAC-Khmer-Dict-2022,seafreq.txt
មេបា	55.00	RAC-Khmer-Dict-2022,seafreq.txt
យល់សប្តិ	55.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
យីន	55.00	names.txt,seafreq.txt
យុថ្កា	55.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt,villages.txt
យោធិន	55.00	RAC-Khmer-Dict-2022,seafreq.txt
រងំ	55.00	DFD.txt,KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
រូបឆោម	55.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
រេច	55.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
លាច	55.00	seafreq.txt,villages.txt
លីលា	55.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ល្ហក	55.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
សប្បាយរីករាយ	55.00	DFD.txt,TD.txt,seafreq.txt
សព្វាវុធ	55.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
សម្ពន្ធភាព	55.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
សម្ពន្ធមិត្ត	55.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
សវនា	55.00	RAC-Khmer-Dict-2022,seafreq.txt
សហស្ស	55.00	RAC-Khmer-Dict-2022,seafreq.txt
សាដៀវ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
សុច្ឆន្ទៈ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
សូទ្រ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
សេពគប់	55.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
សេរូយ៉ា	55.00	KHOV.txt,KHSV.txt
សេឡា	55.00	KHOV.txt,KHSV.txt
សោយសោក	55.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ស៊ីរូស	55.00	KHOV.txt,KHSV.txt
ស្ត្រីៗ	55.00	KHOV.txt,KHSV.txt
ស្រន់	55.00	RAC-Khmer-Dict-2022,seafreq.txt
ស្រូត	55.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ស្រោមអនាម័យ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
ស្វាន	55.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ហិច	55.00	RAC-Khmer-Dict-2022,seafreq.txt
ហ៊	55.00	RAC-Khmer-Dict-2022,seafreq.txt
ហ្ឫទ័យ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
អក្ខរ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
អគ្នេយ៍	55.00	KHOV.txt,KHSV.txt,names.txt
អភិបាលស្រុក	55.00	RAC-Khmer-Dict-2022,seafreq.txt
អម្បូរ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
អសន្តិសុខ	55.00	RAC-Khmer-Dict-2022,seafreq.txt
អាសា	55.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
អាសាធ	55.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
អូរអណ្តូង	55.00	villages.txt
អូ៎	55.00	HC.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
អើរ៉ាម	55.00	KHOV.txt,KHSV.txt
អែនឌី	55.00	DFD.txt,names.txt
អ្នកផង	55.00	RAC-Khmer-Dict-2022,seafreq.txt
កាណូត	54.00	RAC-Khmer-Dict-2022,seafreq.txt
កឹង	54.00	RAC-Khmer-Dict-2022,seafreq.txt
កុល	54.00	KHOV.txt,KHSV.txt,names.txt
កូនតឹង	54.00	RAC-Khmer-Dict-2022,seafreq.txt
ក្តឿង	54.00	RAC-Khmer-Dict-2022,seafreq.txt
ក្រវែល	54.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ក្សេម	54.00	RAC-Khmer-Dict-2022,seafreq.txt
ខោល	54.00	RAC-Khmer-Dict-2022,seafreq.txt
គតិបណ្ឌិត	54.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
គើសុន	54.00	KHOV.txt,KHSV.txt
គំរប់	54.00	KHOV.txt,seafreq.txt
ចង្រិត	54.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ចិត្តសាស្ត្រ	54.00	RAC-Khmer-Dict-2022,seafreq.txt
ចំហុយ	54.00	RAC-Khmer-Dict-2022,seafreq.txt
ចំអិន	54.00	KHOV.txt,KHSV.txt,seafreq.txt
ច្រៀប	54.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ឆ័ត្រ	54.00	seafreq.txt
ឆ្មៃ	54.00	RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ឆ្លៀវឆ្លាត	54.00	KHOV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ជញ្ជ្រាំង	54.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ជាច	54.00	villages.txt
ជាតិបារាំង	54.00	seafreq.txt
ជាហូរហែ	54.00	seafreq.txt
ឈូ	54.00	RAC-Khmer-Dict-2022,seafreq.txt
ដើមដំបូង	54.00	HC.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ណែម	54.00	RAC-Khmer-Dict-2022,seafreq.txt
តើស៊ីស	54.00	KHOV.txt,KHSV.txt
ត្រពាំងវែង	54.00	villages.txt
ត្រាច់	54.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ត្រាយ	54.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ថ្កល់	54.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ទាល់តែសោះ	54.00	TD.txt,seafreq.txt
ទេវបុត្ត	54.00	RAC-Khmer-Dict-2022,seafreq.txt
ទំពក់	54.00	KHOV.txt,KHSV.txt,seafreq.txt
ធ្លាប់ស្គាល់	54.00	seafreq.txt
បង្កង	54.00	RAC-Khmer-Dict-2022,seafreq.txt
បញ្ចុះសព	54.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
បំភិត	54.00	RAC-Khmer-Dict-2022,seafreq.txt
ប៉ើង	54.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ប៊ិច	54.00	seafreq.txt
